key,source,target,status
status.centreAuditExport.unavailable,The Centre Audit Package requires a valid Centre session. Reopen the Centre QR and try again.,The Centre Audit Csomag requires a valid Centre session. Remegnyitás the Centre QR and try again.,draft
app.mvpPrototype,Full workflow,Full workflow,draft
app.offlineFirst,offline-first,offline-first,draft
common.loading,Loading...,Betöltésing...,draft
admin.translation.interfaceOnly,Translation management applies only to the application interface. Exam content comes from the Admin package and must not be changed by UX language.,Translation management applies only to the application interface. Vizsga content comes from the Admin csomag and must not be changed by UX nyelv.,draft
admin.translation.tableTitle,Dedicated UI translation table,Dedikált UI-fordítási tábla,draft
admin.translation.tableHelper,"Every interface term is stored here with its key, English source, current UI translation and context for Admin review.","Every interface term is stored here with its key, English source, aktuális UI translation and conszöveg for Admin review.",draft
admin.translation.source,EN source,EN forrás,draft
admin.translation.current,Current UI text,Aktuális UI-szöveg,draft
admin.translation.exportCsv,Export translation CSV,Fordítási CSV exportálása,draft
admin.translation.import,Import translation file,Fordítási fájl importálása,draft
admin.translation.importHelper,Import UI translations into the currently selected interface language. The file may be CSV exported from this table or a flat JSON dictionary.,Importálás UI translations into the aktuálisly selected interface nyelv. The file may be CSV exportálásed from this table or a flat JSON dictionary.,draft
admin.translation.importConfirm,Importing translations for {language} (from the system setting). Overwrite the current interface?,Importálásing translations for {nyelv} (from the system setting). Overwrite the aktuális interface?,draft
admin.translation.importYes,"Yes, overwrite","Yes, overwrite",draft
admin.translation.importNo,No,No,draft
admin.translation.importReady,{count} translation term(s) found.,{count} translation term(s) found.,draft
admin.translation.imported,Translations were imported. Reloading the interface.,Translations were importálásed. Rebetöltésing the interface.,draft
admin.translation.importFailed,Translation import failed. Check the file format.,Translation importálás failed. Check the file format.,draft
admin.centreAccess.helper,Generate the centre link only when the package is ready and the exam is open.,Generate the centre link only when the csomag is kész and the vizsga is megnyitás.,draft
admin.centreAccess.copyPrompt,Copy the Centre access link,Copy the Centre access link,draft
admin.packagePdf.helper,Certification PDFs are converted into a local JSON package. The application UX language does not change the language or content of exam documents.,Certification PDFs are converted into a local JSON csomag. The application UX nyelv does not change the nyelv or content of vizsga documents.,draft
admin.packagePdf.convert,Convert 4 PDFs,Convert 4 PDFs,draft
admin.packagePdf.loadList,Load list,Betöltés list,draft
admin.packagePdf.loadLatest,Load latest,Betöltés latest,draft
admin.packagePdf.loadActive,Load active,Betöltés active,draft
admin.packagePdf.approve,Approve for Centre,Approve for Centre,draft
admin.packagePdf.overrideApprove,Override approval,Override approval,draft
centre.package.sectionTitle,A - Load exam package,A - Betöltés vizsga csomag,draft
centre.package.sectionDescription,Load the .vet package sent by Admin. The package sets the content of tests and forms for further exam preparation.,Betöltés the .vet csomag sent by Admin. The csomag sets the content of tests and forms for further vizsga preparation.,draft
centre.package.panelTitle,Load the .vet package sent by Admin,Az Admin által küldött .vet csomag betöltése,draft
centre.package.panelHelper,This step sets the current exam content for the centre. Levels and variants are taken directly from the package.,This step sets the aktuális vizsga content for the centre. Levels and variants are taken directly from the csomag.,draft
centre.package.cardHelper,"Select VetBara Package 1. The package contains rules, tests and forms for the outdoor session in the relevant language.","Select VetBara Csomag 1. The csomag contains rules, tests and forms for the outdoor session in the relevant nyelv.",draft
centre.package.loadFile,Load .vet,Betöltés .vet,draft
centre.package.loadServer,Load from server,Betöltés szerverről,draft
centre.package.defaultLabel,package,csomag,draft
centre.package.activeLabel,active package,active csomag,draft
centre.package.statusLoaded,"Loaded: {label} ({testQuestions} test questions, {outdoorItems} outdoor items).","Betöltésed: {label} ({testKérdéss} test kérdéss, {outdoorItems} outdoor items).",draft
centre.package.statusLoadingVet,Loading VetBara Package 1 (.vet)...,Betöltésing VetBara Csomag 1 (.vet)...,draft
centre.package.statusLoadingServer,Loading active package from server...,Betöltésing active csomag from server...,draft
centre.package.errorNoData,The package does not contain Package 1 data.,The csomag does not contain Csomag 1 data.,draft
centre.package.errorImportFailed,Importing the .vet package failed.,Importálásing the .vet csomag failed.,draft
centre.package.errorServerFailed,Loading the active package failed.,Betöltésing the active csomag failed.,draft
centre.advancedTools,Advanced tools,Haladó eszközök,draft
centre.advancedTools.helper,"Service options for audit, manual import of older packages and operational checks. A normal exam run usually does not need them.","Service options for audit, manual importálás of older csomags and operational checks. A normal vizsga run usually does not need them.",draft
centre.setup.openSaved,Open saved setup,Mentett beállítás megnyitása,draft
centre.fieldSetup.sectionTitle,B - Field site setup,B - Field site beállítás,draft
centre.fieldSetup.sectionDescription,"Preparation of the field part of the exam: test centre, physical trees, Practicing/Consulting A-D assignments, Practicing A data, validation and candidate exports.","Preparation of the field part of the vizsga: test centre, physical fas, Practicing/Consulting A-D assignments, Practicing A data, validáció and jelölt exportáláss.",draft
centre.people.sectionTitle,C - Candidates and examiners,C - Jelölts and vizsgainers,draft
centre.people.sectionDescription,"Manage candidates, examiners and primary/secondary examiner assignments. Candidate and examiner lists use the same type of edit cards.","Manage jelölts, vizsgainers and primary/secondary vizsgainer assignments. Jelölt and vizsgainer lists use the same type of edit cards.",draft
candidate.section.orientation,Orientation,Orientation,draft
candidate.section.trees,Tree preparation,Fa preparation,draft
field.map.packageStored,Field map package is stored on this tablet.,Field map csomag is stored on this tablet.,draft
examiner.offlinePackage.title,Offline candidate package,Offline jelölt csomag,draft
examiner.offlinePackage.helper,"If the backend or internet does not work, upload the JSON package exported from the Candidate portal here.","If the backend or internet does not work, upbetöltés the JSON csomag exportálásed from the Jelölt portal here.",draft
examiner.offlinePackage.import,Import offline package,Importálás offline csomag,draft
common.remove,Remove,Remove,draft
common.saving,Saving...,Saving...,draft
centre.setup.save,Save setup,Beállítás mentése,draft
centre.meta.packageLoaded,Package loaded,Csomag betöltésed,draft
centre.meta.waitingForPackage,Waiting for package,Waiting for csomag,draft
centre.meta.peopleCount,{candidates} candidate(s) · {examiners} examiner(s),{jelölts} jelölt(s) · {vizsgainers} vizsgainer(s),draft
centre.meta.checkCount,{count} check(s),{count} check(s),draft
centre.candidates.helper,Enter candidates and their exam level.,Enter jelölts and their vizsga level.,draft
centre.examiners.helper,Add or edit examiners who will be assigned to candidates.,Add or edit vizsgainers who will be assigned to jelölts.,draft
centre.accessControl.sectionTitle,D - Access and checks,D - Access and checks,draft
centre.accessControl.sectionDescription,"QR links for candidates and examiners, readiness checks and operational exam overview.","QR links for jelölts and vizsgainers, readiness checks and operational vizsga overview.",draft
centre.results.title,Candidate results overview,Jelöltek eredményeinek áttekintése,draft
centre.results.helper,Summary of individual candidate results. Result editing takes place in the Examiner interface after clicking the relevant result.,Summary of individual jelölt results. Result editing takes place in the Vizsgainer interface after clicking the relevant result.,draft
centre.results.candidateNumber,Candidate number,Jelölt száma,draft
centre.results.name,Name,Név,draft
centre.results.testResult,Test result,Teszt eredménye,draft
centre.results.outdoorResult,Outdoor result,Outdoor eredmény,draft
centre.results.reportResult,Report result,Jelentés eredménye,draft
centre.results.answeredCount,{answered} / {total} answered,{válaszed} / {total} válaszed,draft
centre.results.primary,Primary,Primary,draft
centre.results.secondary,Secondary,Secondary,draft
centre.results.notRequired,Not required,Nem szükséges,draft
common.find,Find,Find,draft
common.name,Name,Név,draft
centre.fieldSetup.panelTitle,Field site setup,Terepi helyszín előkészítése,draft
centre.fieldSetup.panelHelper,"Prepare the map and trees, open tablet mode, load changes from the tablet and save the final field setup.","Prepare the map and fas, megnyitás tablet mode, betöltés changes from the tablet and mentés the final field beállítás.",draft
centre.fieldSetup.errorCount,{count} error(s),{count} hiba(s),draft
centre.fieldSetup.noBlockingError,No blocking error,No blocking hiba,draft
centre.fieldSetup.requiredAssignments,{ready} / {total} required assignments,{kész} / {total} required assignments,draft
centre.fieldSetup.tabletSyncLoaded,Tablet sync loaded,Tablet sync betöltésed,draft
centre.fieldSetup.tabletAccess,Tablet access,Tablet-hozzáférés,draft
centre.fieldSetup.reopenRequiresPassword,Reopen requires Vetarbo,Remegnyitás requires Vetarbo,draft
centre.fieldSetup.openTablet,Open tablet,Tablet megnyitása,draft
centre.fieldSetup.loadTabletChanges,Load tablet changes,Tablet-módosítások betöltése,draft
centre.fieldSetup.loadTabletChangesTitle,Load changes saved by the tablet,Betöltés changes mentésd by the tablet,draft
centre.fieldSetup.lastSyncLoaded,Last sync loaded: {date},Last sync betöltésed: {date},draft
centre.fieldSetup.siteName,Site name,Site name,draft
centre.fieldSetup.examId,Exam ID,Vizsga ID,draft
centre.fieldSetup.referenceCoordinates,Reference coordinates,Reference coordinates,draft
centre.fieldSetup.mapPreviewTitle,Field site map preview,Field site map preview,draft
centre.fieldSetup.mapPreviewHelper,The MVP shows a working map canvas with GPS points. Real Leaflet/CUZK layers are prepared as the next technical step of the module.,The MVP shows a working map canvas with GPS points. Real Leaflet/CUZK layers are prepared as the next technical step of the module.,draft
centre.fieldSetup.reference,Reference,Reference,draft
centre.fieldSetup.centerMarker,Centre,Központ,draft
centre.fieldSetup.treeMarker,tree,fa,draft
centre.fieldSetup.examCentre,Exam centre,Vizsga centre,draft
centre.fieldSetup.latitude,Latitude,Latitude,draft
centre.fieldSetup.longitude,Longitude,Longitude,draft
centre.fieldSetup.candidateNote,Candidate note,Jelölt note,draft
centre.fieldSetup.internalNote,Internal note,Internal note,draft
centre.fieldSetup.selectedTree,Selected tree,Kiválasztott fa,draft
centre.fieldSetup.treeName,Tree name,Fa neve,draft
centre.fieldSetup.assignments,Assignments,Assignments,draft
centre.fieldSetup.addAssignment,+ assignment,+ assignment,draft
centre.fieldSetup.managementDataTitle,Practicing A · management data,Practicing A · management data,draft
centre.fieldSetup.taxon,Taxon,Taxon,draft
centre.fieldSetup.heightM,Height m,Height m,draft
centre.fieldSetup.stemDiameterCm,Stem diameter cm,Stem diameter cm,draft
centre.fieldSetup.crownSpreadM,Crown spread m,Crown spread m,draft
centre.fieldSetup.interventionTechnology,Intervention technology,Intervention technology,draft
centre.fieldSetup.addTechnology,+ technology,+ technology,draft
centre.fieldSetup.technology,Technology,Technology,draft
centre.fieldSetup.description,Description,Description,draft
centre.fieldSetup.photos,Photos,Fotók,draft
centre.fieldSetup.selectTreeOrCentre,Select a tree or the exam centre on the map.,Select a fa or the vizsga centre on the map.,draft
centre.fieldSetup.validationTitle,Validation,Validáció,draft
centre.fieldSetup.validationComplete,Preparation is complete.,Preparation is complete.,draft
centre.fieldSetup.error.allRequiredReady,All required Practicing A-D and Consulting A-D trees are already prepared. Add another tree only by changing an existing assignment.,All required Practicing A-D and Consulting A-D fas are alkész prepared. Add another fa only by changing an existing assignment.,draft
centre.fieldSetup.error.loadFailed,Field setup could not be loaded.,Field beállítás could not be betöltésed.,draft
centre.fieldSetup.status.loaded,Field setup loaded.,Field beállítás betöltésed.,draft
centre.fieldSetup.error.tabletLoadFailed,Tablet changes could not be loaded.,Tablet changes could not be betöltésed.,draft
centre.fieldSetup.status.tabletChangesLoadedWithId,Tablet changes loaded ({syncId}).,Tablet changes betöltésed ({syncId}).,draft
centre.fieldSetup.status.tabletChangesLoaded,Tablet changes loaded.,Tablet changes betöltésed.,draft
centre.fieldSetup.error.saveFailed,Field setup could not be saved.,Field beállítás could not be mentésd.,draft
centre.fieldSetup.status.saved,Field setup saved.,Field beállítás mentésd.,draft
centre.fieldSetup.error.coordinateFormat,"Coordinates must use a format such as 49.406706323, 15.129055089.","Coordinates must use a format such as 49.406706323, 15.129055089.",draft
centre.fieldSetup.reopenPrompt,Field tablet has already been synced back. Enter Vetarbo password to reopen it:,Field tablet has alkész been synced back. Enter Vetarbo password to remegnyitás it:,draft
centre.fieldSetup.error.tabletLocked,Tablet mode is locked after tablet changes were loaded. Enter the Vetarbo password to reopen it.,Tablet mode is locked after tablet changes were betöltésed. Enter the Vetarbo password to remegnyitás it.,draft
centre.fieldSetup.validation.centerGps,Exam centre does not have valid GPS coordinates.,Vizsga centre does not have valid GPS coordinates.,draft
centre.fieldSetup.validation.treeGps,{tree} does not have valid GPS coordinates.,{fa} does not have valid GPS coordinates.,draft
centre.fieldSetup.validation.missingTree,Missing {level} tree {code}.,Missing {level} fa {code}.,draft
centre.fieldSetup.validation.duplicateTree,{level} tree {code} is assigned more than once.,{level} fa {code} is assigned more than once.,draft
centre.fieldSetup.validation.practicingAMissingData,Practicing A has no management data.,Practicing A has no management data.,draft
centre.fieldSetup.validation.practicingATaxon,Practicing A: taxon is missing.,Practicing A: taxon is missing.,draft
centre.fieldSetup.validation.practicingAHeight,Practicing A: height is missing.,Practicing A: height is missing.,draft
centre.fieldSetup.validation.practicingAStemDiameter,Practicing A: stem diameter is missing.,Practicing A: stem diameter is missing.,draft
centre.fieldSetup.validation.practicingACrownSpread,Practicing A: crown spread is missing.,Practicing A: crown spread is missing.,draft
centre.fieldSetup.validation.practicingAIntervention,Practicing A: at least one intervention technology is missing.,Practicing A: at least one intervention technology is missing.,draft
fieldTablet.defaultTreeName,Tree {index},Fa {index},draft
vetcert.rules.title,VETcert Rules reference,VETcert szabályok hivatkozása,draft
vetcert.rules.body,"Official examination rules are the reference document for the certification process. Examination materials, model answers and completed exams are confidential.","Official vizsgaination rules are the reference document for the certification process. Vizsgaination materials, model válaszs and completed vizsgas are confidential.",draft
vetcert.rules.confidentiality,"Do not show correct answers, answer keys or guiding marking notes to Candidates or Examiners in the assessment interface.","Do not show correct válaszs, válasz keys or guiding marking notes to Jelölts or Vizsgainers in the assessment interface.",draft
centre.fieldSetup.choosePhotos,Choose photos,Fotók kiválasztása,draft
centre.fieldSetup.noPhotosSelected,No photos selected,Nincs kiválasztott fotó,draft
centre.fieldSetup.photoCount,{count} photo(s) selected,{count} fotó kiválasztva,draft
admin.translation.termSaved,Translation saved locally.,A fordítás helyben mentve.,draft
admin.translation.clickToEdit,Click to edit this UI text.,Kattintson az UI-szöveg szerkesztéséhez.,draft
admin.translation.editCurrent,Edit current UI text for {key},Edit aktuális UI szöveg for {key},draft
